cs_run,spectral_kind,exp_id,range_key,station,section,metric,label,unit,count,nan_fraction,min,q25,median,mean,q75,max,std,trend_per_min,event,value
cs-eriswil__20260304_110254,Q,0,ALLBB,1,metric_summary,z_ridge_m,ridge altitude,m,3.0,0.0,813.3002319335938,813.3002319335938,813.3002319335938,813.3002319335938,813.3002319335938,813.3002319335938,0.0,2.9045630977098015e-12,,
cs-eriswil__20260304_110254,Q,0,ALLBB,1,metric_summary,z_offset_m,ridge - anchor altitude,m,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
cs-eriswil__20260304_110254,Q,0,ALLBB,1,metric_summary,D_liq_um,liquid mean diameter,um,3.0,0.0,4.278529336131752,4.27955513388712,4.28058093164249,4.280247799657725,4.281107031420712,4.281633131198933,0.0012888285751590778,-0.12400093525255405,,
cs-eriswil__20260304_110254,Q,0,ALLBB,1,metric_summary,D_ice_um,ice mean diameter,um,3.0,0.0,118.17973852301984,118.20883278189737,118.2379270407749,118.22827200788932,118.25253875032405,118.26715045987318,0.03633296410634747,-3.495739415729389,,
cs-eriswil__20260304_110254,Q,0,ALLBB,1,metric_summary,dD_liq_dt_um_s,liquid growth rate,um s-1,2.0,0.33333333333333337,-0.0021043991128848,-0.0020949698982159,-0.0020855406835469997,-0.0020855406835469997,-0.0020761114688781,-0.0020666822542092,1.8858429337799973e-05,0.0022630115205359677,,
cs-eriswil__20260304_110254,Q,0,ALLBB,1,metric_summary,dD_ice_dt_um_s,ice growth rate,um s-1,2.0,0.33333333333333337,-0.0584468381964151,-0.058400709546184676,-0.05835458089595425,-0.05835458089595425,-0.05830845224572383,-0.0582623235954934,9.225730046084901e-05,0.011070876055300168,,
cs-eriswil__20260304_110254,Q,0,ALLBB,1,event_summary,,,%,,,,,,,,,,,liquid growth > 0,0.0
cs-eriswil__20260304_110254,Q,0,ALLBB,1,event_summary,,,%,,,,,,,,,,,ice growth > 0,0.0
cs-eriswil__20260304_110254,Q,0,ALLBB,1,event_summary,,,%,,,,,,,,,,,ice growth < 0,77.77777777777777
cs-eriswil__20260304_110254,Q,0,ALLBB,1,event_summary,,,%,,,,,,,,,,,D_ice >= 50 um,100.0
cs-eriswil__20260304_110254,Q,0,ALLBB,1,event_summary,,,%,,,,,,,,,,,D_ice >= 100 um,100.0
cs-eriswil__20260304_110254,Q,0,ALLBB,1,event_summary,,,%,,,,,,,,,,,D_liq >= 10 um,0.0
