cs_run,exp_id,expname,ref_exp_id,ref_expname,pair_method,time_rel_min,n_cells,ridge_peak_um_p25,ridge_peak_um_p50,ridge_peak_um_p75,ridge_mean_um_p25,ridge_mean_um_p50,ridge_mean_um_p75,total_nf_l_p25,total_nf_l_p50,total_nf_l_p75
cs-eriswil__20260121_131528,1,20260121131550,0,20260121131528,same_shape,14.833,1,148.10618592591032,148.10618592591032,148.10618592591032,139.46718456912143,139.46718456912143,139.46718456912143,17.422321408441377,17.422321408441377,17.422321408441377
cs-eriswil__20260121_131528,1,20260121131550,0,20260121131528,same_shape,15.0,1,148.10618592591032,148.10618592591032,148.10618592591032,140.7644021690416,140.7644021690416,140.7644021690416,17.041366118698562,17.041366118698562,17.041366118698562
cs-eriswil__20260121_131528,1,20260121131550,0,20260121131528,same_shape,15.167,1,148.10618592591032,148.10618592591032,148.10618592591032,141.88763482351115,141.88763482351115,141.88763482351115,16.910226228438958,16.910226228438958,16.910226228438958
cs-eriswil__20260121_131528,1,20260121131550,0,20260121131528,same_shape,15.333,1,148.10618592591032,148.10618592591032,148.10618592591032,157.76037979726752,157.76037979726752,157.76037979726752,17.314830096001167,17.314830096001167,17.314830096001167
cs-eriswil__20260121_131528,1,20260121131550,0,20260121131528,same_shape,15.5,1,148.10618592591032,148.10618592591032,148.10618592591032,237.40557827373246,237.40557827373246,237.40557827373246,23.443623152124076,23.443623152124076,23.443623152124076
cs-eriswil__20260121_131528,1,20260121131550,0,20260121131528,same_shape,15.667,1,148.10618592591032,148.10618592591032,148.10618592591032,224.89157753878627,224.89157753878627,224.89157753878627,22.173421140754996,22.173421140754996,22.173421140754996
cs-eriswil__20260121_131528,1,20260121131550,0,20260121131528,same_shape,15.833,1,470.2078306835759,470.2078306835759,470.2078306835759,324.2891081805938,324.2891081805938,324.2891081805938,36.93886365481223,36.93886365481223,36.93886365481223
cs-eriswil__20260121_131528,1,20260121131550,0,20260121131528,same_shape,16.0,1,148.10618592591032,148.10618592591032,148.10618592591032,296.36874215954106,296.36874215954106,296.36874215954106,30.739616356679175,30.739616356679175,30.739616356679175
cs-eriswil__20260121_131528,1,20260121131550,0,20260121131528,same_shape,16.167,1,148.10618592591032,148.10618592591032,148.10618592591032,301.3946970906491,301.3946970906491,301.3946970906491,30.948692625318024,30.948692625318024,30.948692625318024
cs-eriswil__20260121_131528,1,20260121131550,0,20260121131528,same_shape,16.333,1,148.10618592591032,148.10618592591032,148.10618592591032,260.19389172534756,260.19389172534756,260.19389172534756,24.347746410778,24.347746410778,24.347746410778
cs-eriswil__20260121_131528,1,20260121131550,0,20260121131528,same_shape,16.5,1,148.10618592591032,148.10618592591032,148.10618592591032,247.69693879909352,247.69693879909352,247.69693879909352,22.644396403855634,22.644396403855634,22.644396403855634
