cs_run,exp_id,expname,ref_exp_id,ref_expname,pair_method,station_idx,window_start,window_end,phase_rate,process_label,mean_rate_diff,positive_fraction
cs-eriswil__20260304_110254,0,20260304110446,2,20260304110829,same_shape,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Riming (ice),0.0,0.0
cs-eriswil__20260304_110254,0,20260304110446,2,20260304110829,same_shape,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Breakup (liq),0.0,0.0
cs-eriswil__20260304_110254,0,20260304110446,2,20260304110829,same_shape,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Condensation (liq),-3257.546344484872,0.0
cs-eriswil__20260304_110254,0,20260304110446,2,20260304110829,same_shape,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Drop Collision (liq),-1.8127290626088097,0.0
cs-eriswil__20260304_110254,0,20260304110446,2,20260304110829,same_shape,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Drop Ins Collision (liq),0.0,0.0
cs-eriswil__20260304_110254,0,20260304110446,2,20260304110829,same_shape,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Homogeneous Freezing (liq),0.0,0.0
cs-eriswil__20260304_110254,0,20260304110446,2,20260304110829,same_shape,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Melting (liq),0.0,0.0
cs-eriswil__20260304_110254,0,20260304110446,2,20260304110829,same_shape,2,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Riming (liq),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Aggregation (ice),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Contact Freezing (ice),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Deposition (ice),0.000929388156976304,1.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Immersion Freezing (ice),-5970.624842715796,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Melting (ice),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_F,Riming (ice),-1.0154040044289612e-05,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Breakup (liq),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Condensation (liq),-34407.0062706209,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Drop Collision (liq),-17.023534852899843,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Drop Ins Collision (liq),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Homogeneous Freezing (liq),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Melting (liq),0.0,0.0
cs-eriswil__20260304_110254,1,20260304110638,2,20260304110829,single_reference,0,2023-01-25T12:30:00,2023-01-25T12:32:30,rate_N_W,Riming (liq),209.80820613783402,1.0
