cs_run,exp_id,expname,ref_expname,pair_method,station_count,ice_onset_station_count,ice_onset_min_min_since_seed,ice_onset_median_min_since_seed,ice_onset_max_min_since_seed,peak_excess_ice_number_m3_max,inp_onset_station_count,inp_onset_median_min_since_seed,peak_excess_inp_number_m3_max,table_id,selection_rule,source_csvs
cs-eriswil__20260304_110254,0,20260304110446,20260304110829,same_shape,3,2,2.283333333333333,3.533333333333333,4.783333333333333,483.76171875,0,,0.0,initiation_metrics,"keep flare experiments that appear in paper_core_subset.csv, then aggregate onset metrics across stations per experiment",data/registry/first_ice_onset_metrics.csv;data/registry/paper_core_subset.csv
cs-eriswil__20260304_110254,1,20260304110638,20260304110829,single_reference,3,3,0.0,0.0,11.683333333333334,20.40188217163086,2,0.0,6.782739162445068,initiation_metrics,"keep flare experiments that appear in paper_core_subset.csv, then aggregate onset metrics across stations per experiment",data/registry/first_ice_onset_metrics.csv;data/registry/paper_core_subset.csv
cs-eriswil__20260304_110254,3,20260304111020,20260304110829,same_shape,3,0,,,,0.0661442279815673,0,,0.0,initiation_metrics,"keep flare experiments that appear in paper_core_subset.csv, then aggregate onset metrics across stations per experiment",data/registry/first_ice_onset_metrics.csv;data/registry/paper_core_subset.csv
cs-eriswil__20260304_110254,4,20260304111212,20260304110829,same_shape,3,0,,,,0.1928861141204834,0,,0.0,initiation_metrics,"keep flare experiments that appear in paper_core_subset.csv, then aggregate onset metrics across stations per experiment",data/registry/first_ice_onset_metrics.csv;data/registry/paper_core_subset.csv
