quantity,count,mean,std,min,median,max
evt_liquid_growth_gt_0,3.0,51.85185185185185,44.905020936970885,0.0,77.77777777777777,77.77777777777777
evt_ice_growth_gt_0,3.0,0.0,0.0,0.0,0.0,0.0
evt_ice_growth_lt_0,3.0,77.77777777777777,0.0,77.77777777777777,77.77777777777777,77.77777777777777
evt_d_ice_ge_50_um,3.0,100.0,0.0,100.0,100.0,100.0
evt_d_ice_ge_100_um,3.0,100.0,0.0,100.0,100.0,100.0
evt_d_liq_ge_10_um,3.0,0.0,0.0,0.0,0.0,0.0
