cs_run,exp_id,range_key,station,spectral_kind,n_growth_windows,spectral_z_ridge_m_median,spectral_z_ridge_m_mean,spectral_z_ridge_m_max,spectral_z_ridge_m_min,spectral_z_ridge_m_std,spectral_z_ridge_m_trend_per_min,spectral_z_ridge_m_q25,spectral_z_ridge_m_q75,spectral_z_offset_m_median,spectral_z_offset_m_mean,spectral_z_offset_m_max,spectral_z_offset_m_min,spectral_z_offset_m_std,spectral_z_offset_m_trend_per_min,spectral_z_offset_m_q25,spectral_z_offset_m_q75,spectral_D_liq_um_median,spectral_D_liq_um_mean,spectral_D_liq_um_max,spectral_D_liq_um_min,spectral_D_liq_um_std,spectral_D_liq_um_trend_per_min,spectral_D_liq_um_q25,spectral_D_liq_um_q75,spectral_D_ice_um_median,spectral_D_ice_um_mean,spectral_D_ice_um_max,spectral_D_ice_um_min,spectral_D_ice_um_std,spectral_D_ice_um_trend_per_min,spectral_D_ice_um_q25,spectral_D_ice_um_q75,spectral_dD_liq_dt_um_s_median,spectral_dD_liq_dt_um_s_mean,spectral_dD_liq_dt_um_s_max,spectral_dD_liq_dt_um_s_min,spectral_dD_liq_dt_um_s_std,spectral_dD_liq_dt_um_s_trend_per_min,spectral_dD_liq_dt_um_s_q25,spectral_dD_liq_dt_um_s_q75,spectral_dD_ice_dt_um_s_median,spectral_dD_ice_dt_um_s_mean,spectral_dD_ice_dt_um_s_max,spectral_dD_ice_dt_um_s_min,spectral_dD_ice_dt_um_s_std,spectral_dD_ice_dt_um_s_trend_per_min,spectral_dD_ice_dt_um_s_q25,spectral_dD_ice_dt_um_s_q75
cs-eriswil__20260304_110254,0,ALLBB,0,Q,3,813.3002319335938,813.3002319335938,813.3002319335938,813.3002319335938,0.0,2.9045630977098015e-12,813.3002319335938,813.3002319335938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.402047635335107,3.4021846404980276,3.402876326847805,3.401629959311171,0.0005179677081915295,0.04983567136484983,3.4018387973231388,3.402461981091456,102.9452228218933,102.93157895767807,102.98651370939312,102.86300034174778,0.051338772026713136,-4.939508149089407,102.90411158182053,102.96586826564321,0.0008329732853102,0.0008329732853102,0.000835352047873,0.0008305945227474,2.3787625627999976e-06,-0.000285451507535979,0.0008317839040288,0.0008341626665916,-0.0824534554088546,-0.0824534554088546,-0.0823251358181567,-0.0825817749995525,0.00012831959069790205,0.015398350883747913,-0.08251761520420356,-0.08238929561350565
cs-eriswil__20260304_110254,0,ALLBB,1,Q,3,813.3002319335938,813.3002319335938,813.3002319335938,813.3002319335938,0.0,2.9045630977098015e-12,813.3002319335938,813.3002319335938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28058093164249,4.280247799657725,4.281633131198933,4.278529336131752,0.0012888285751590778,-0.12400093525255405,4.27955513388712,4.281107031420712,118.2379270407749,118.22827200788932,118.26715045987318,118.17973852301984,0.03633296410634747,-3.495739415729389,118.20883278189737,118.25253875032405,-0.0020855406835469997,-0.0020855406835469997,-0.0020666822542092,-0.0021043991128848,1.8858429337799973e-05,0.0022630115205359677,-0.0020949698982159,-0.0020761114688781,-0.05835458089595425,-0.05835458089595425,-0.0582623235954934,-0.0584468381964151,9.225730046084901e-05,0.011070876055300168,-0.058400709546184676,-0.05830845224572383
cs-eriswil__20260304_110254,0,ALLBB,2,Q,3,813.3002319335938,813.3002319335938,813.3002319335938,813.3002319335938,0.0,2.9045630977098015e-12,813.3002319335938,813.3002319335938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6589691054405615,3.659015143412107,3.659202665230851,3.6588736595649096,0.0001382046867835516,0.013282135320451869,3.6589213825027356,3.6590858853357062,115.29204004118736,115.28345081794497,115.31754613341724,115.2407662792303,0.03192822752333384,-3.0719415317555017,115.26640316020882,115.3047930873023,0.0002061303366579,0.0002061303366579,0.0002213689220075,0.0001908917513083,1.52385853496e-05,0.0018286302419520026,0.0001985110439831,0.0002137496293327,-0.0511056049944798,-0.0511056049944798,-0.0510121844596728,-0.0511990255292868,9.342053480699761e-05,-0.01121046417683998,-0.0511523152618833,-0.0510588947270763
