cs_run,exp_id,expname,ref_expname,pair_method,station_count,ice_onset_station_count,ice_onset_min_min_since_seed,ice_onset_median_min_since_seed,ice_onset_max_min_since_seed,peak_excess_ice_number_m3_max,inp_onset_station_count,inp_onset_median_min_since_seed,peak_excess_inp_number_m3_max,table_id,selection_rule,source_csvs
cs-eriswil__20260210_113944,0,20260210113944,20260210114519,same_shape,1,0,,,,0.0,0,,,initiation_metrics,"keep flare experiments that appear in paper_core_subset.csv, then aggregate onset metrics across stations per experiment",output/tables/registry/first_ice_onset_metrics.csv;output/tables/registry/paper_core_subset.csv
cs-eriswil__20260210_113944,2,20260210114328,20260210114136,same_shape,1,0,,,,0.0,0,,,initiation_metrics,"keep flare experiments that appear in paper_core_subset.csv, then aggregate onset metrics across stations per experiment",output/tables/registry/first_ice_onset_metrics.csv;output/tables/registry/paper_core_subset.csv
cs-eriswil__20260211_194236,2,20260211194619,20260211194427,same_shape,3,3,0.0,0.0,11.483333333333333,31.06507873535156,2,0.0,6.782739162445068,initiation_metrics,"keep flare experiments that appear in paper_core_subset.csv, then aggregate onset metrics across stations per experiment",output/tables/registry/first_ice_onset_metrics.csv;output/tables/registry/paper_core_subset.csv
cs-eriswil__20260304_110254,0,20260304110446,20260304110829,same_shape,3,2,2.283333333333333,3.533333333333333,4.783333333333333,483.759765625,0,,0.0,initiation_metrics,"keep flare experiments that appear in paper_core_subset.csv, then aggregate onset metrics across stations per experiment",output/tables/registry/first_ice_onset_metrics.csv;output/tables/registry/paper_core_subset.csv
cs-eriswil__20260304_110254,1,20260304110638,20260304110829,single_reference,3,3,0.0,0.0,11.683333333333334,20.40188217163086,2,0.0,6.782739162445068,initiation_metrics,"keep flare experiments that appear in paper_core_subset.csv, then aggregate onset metrics across stations per experiment",output/tables/registry/first_ice_onset_metrics.csv;output/tables/registry/paper_core_subset.csv
cs-eriswil__20260304_110254,3,20260304111020,20260304110829,same_shape,3,0,,,,0.0661444664001464,0,,0.0,initiation_metrics,"keep flare experiments that appear in paper_core_subset.csv, then aggregate onset metrics across stations per experiment",output/tables/registry/first_ice_onset_metrics.csv;output/tables/registry/paper_core_subset.csv
cs-eriswil__20260304_110254,4,20260304111212,20260304110829,same_shape,3,0,,,,0.1928861141204834,0,,0.0,initiation_metrics,"keep flare experiments that appear in paper_core_subset.csv, then aggregate onset metrics across stations per experiment",output/tables/registry/first_ice_onset_metrics.csv;output/tables/registry/paper_core_subset.csv
cs-eriswil__20260314_103039,1,20260314103041,20260314103040,same_shape,3,3,0.0,0.8333333333333334,0.8333333333333334,87676.171875,0,,-0.2754303514957428,initiation_metrics,"keep flare experiments that appear in paper_core_subset.csv, then aggregate onset metrics across stations per experiment",output/tables/registry/first_ice_onset_metrics.csv;output/tables/registry/paper_core_subset.csv
cs-eriswil__20260314_103039,3,20260314103045,20260314103044,same_shape,3,3,0.0,0.8333333333333334,0.8333333333333334,87593.953125,0,,-0.2762177586555481,initiation_metrics,"keep flare experiments that appear in paper_core_subset.csv, then aggregate onset metrics across stations per experiment",output/tables/registry/first_ice_onset_metrics.csv;output/tables/registry/paper_core_subset.csv
